rule_id,subject,run,condition,configuration_id,window_index,window_start_sec,window_end_sec,decision_time_sec,feature_name,feature_unit,raw_feature_value,smoothing_id,smoothed_available,smoothed_feature_value,threshold_id,threshold_value,evidence_state,dwell_updates,candidate_evidence_state,candidate_count,active_evidence_state,initial_command_confirmed,active_switch_confirmed,command_state
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,2,2.0,4.0,4.0,posterior_alpha_mean_psd,V^2/Hz,2.8152674949028582e-11,smooth-none,True,2.8152674949028582e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,3,3.0,5.0,5.0,posterior_alpha_mean_psd,V^2/Hz,1.590229267465739e-11,smooth-none,True,1.590229267465739e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,4,4.0,6.0,6.0,posterior_alpha_mean_psd,V^2/Hz,2.1689787465987362e-11,smooth-none,True,2.1689787465987362e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,5,5.0,7.0,7.0,posterior_alpha_mean_psd,V^2/Hz,2.6266339346213654e-11,smooth-none,True,2.6266339346213654e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,6,6.0,8.0,8.0,posterior_alpha_mean_psd,V^2/Hz,3.1123521575349794e-11,smooth-none,True,3.1123521575349794e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,7,7.0,9.0,9.0,posterior_alpha_mean_psd,V^2/Hz,2.7531517007287995e-11,smooth-none,True,2.7531517007287995e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,8,8.0,10.0,10.0,posterior_alpha_mean_psd,V^2/Hz,2.4401089793044623e-11,smooth-none,True,2.4401089793044623e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,9,9.0,11.0,11.0,posterior_alpha_mean_psd,V^2/Hz,3.217606603905354e-11,smooth-none,True,3.217606603905354e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,10,10.0,12.0,12.0,posterior_alpha_mean_psd,V^2/Hz,2.8729685946630585e-11,smooth-none,True,2.8729685946630585e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,11,11.0,13.0,13.0,posterior_alpha_mean_psd,V^2/Hz,3.913282319334165e-11,smooth-none,True,3.913282319334165e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,12,12.0,14.0,14.0,posterior_alpha_mean_psd,V^2/Hz,3.113363468015894e-11,smooth-none,True,3.113363468015894e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,13,13.0,15.0,15.0,posterior_alpha_mean_psd,V^2/Hz,6.312923015250507e-11,smooth-none,True,6.312923015250507e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,14,14.0,16.0,16.0,posterior_alpha_mean_psd,V^2/Hz,3.252209914943961e-11,smooth-none,True,3.252209914943961e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,15,15.0,17.0,17.0,posterior_alpha_mean_psd,V^2/Hz,4.6172086432683046e-11,smooth-none,True,4.6172086432683046e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,16,16.0,18.0,18.0,posterior_alpha_mean_psd,V^2/Hz,5.304498565775396e-11,smooth-none,True,5.304498565775396e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,17,17.0,19.0,19.0,posterior_alpha_mean_psd,V^2/Hz,3.8094308589888325e-11,smooth-none,True,3.8094308589888325e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,18,18.0,20.0,20.0,posterior_alpha_mean_psd,V^2/Hz,4.6590219490905115e-11,smooth-none,True,4.6590219490905115e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,19,19.0,21.0,21.0,posterior_alpha_mean_psd,V^2/Hz,4.507227917455705e-11,smooth-none,True,4.507227917455705e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,20,20.0,22.0,22.0,posterior_alpha_mean_psd,V^2/Hz,3.57952984169865e-11,smooth-none,True,3.57952984169865e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,21,21.0,23.0,23.0,posterior_alpha_mean_psd,V^2/Hz,2.839834363181843e-11,smooth-none,True,2.839834363181843e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,22,22.0,24.0,24.0,posterior_alpha_mean_psd,V^2/Hz,3.5028042079973393e-11,smooth-none,True,3.5028042079973393e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,23,23.0,25.0,25.0,posterior_alpha_mean_psd,V^2/Hz,3.958809706351897e-11,smooth-none,True,3.958809706351897e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,24,24.0,26.0,26.0,posterior_alpha_mean_psd,V^2/Hz,2.2324590666677288e-10,smooth-none,True,2.2324590666677288e-10,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,25,25.0,27.0,27.0,posterior_alpha_mean_psd,V^2/Hz,2.416687051052461e-11,smooth-none,True,2.416687051052461e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,26,26.0,28.0,28.0,posterior_alpha_mean_psd,V^2/Hz,5.6201174431403715e-11,smooth-none,True,5.6201174431403715e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,27,27.0,29.0,29.0,posterior_alpha_mean_psd,V^2/Hz,4.971198902653748e-11,smooth-none,True,4.971198902653748e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,28,28.0,30.0,30.0,posterior_alpha_mean_psd,V^2/Hz,7.183756823186374e-11,smooth-none,True,7.183756823186374e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,29,29.0,31.0,31.0,posterior_alpha_mean_psd,V^2/Hz,4.0424785399486726e-11,smooth-none,True,4.0424785399486726e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,30,30.0,32.0,32.0,posterior_alpha_mean_psd,V^2/Hz,4.227431001468556e-11,smooth-none,True,4.227431001468556e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,31,31.0,33.0,33.0,posterior_alpha_mean_psd,V^2/Hz,2.7761397495850796e-11,smooth-none,True,2.7761397495850796e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,32,32.0,34.0,34.0,posterior_alpha_mean_psd,V^2/Hz,3.996241005951425e-11,smooth-none,True,3.996241005951425e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,33,33.0,35.0,35.0,posterior_alpha_mean_psd,V^2/Hz,2.265024619992237e-11,smooth-none,True,2.265024619992237e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,34,34.0,36.0,36.0,posterior_alpha_mean_psd,V^2/Hz,2.5048212188368973e-11,smooth-none,True,2.5048212188368973e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,35,35.0,37.0,37.0,posterior_alpha_mean_psd,V^2/Hz,2.904383151105703e-11,smooth-none,True,2.904383151105703e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,36,36.0,38.0,38.0,posterior_alpha_mean_psd,V^2/Hz,3.194172801537068e-11,smooth-none,True,3.194172801537068e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,37,37.0,39.0,39.0,posterior_alpha_mean_psd,V^2/Hz,4.85045374499518e-11,smooth-none,True,4.85045374499518e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,38,38.0,40.0,40.0,posterior_alpha_mean_psd,V^2/Hz,8.266677780804465e-11,smooth-none,True,8.266677780804465e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,39,39.0,41.0,41.0,posterior_alpha_mean_psd,V^2/Hz,4.228726778557154e-11,smooth-none,True,4.228726778557154e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,40,40.0,42.0,42.0,posterior_alpha_mean_psd,V^2/Hz,7.570607472829475e-11,smooth-none,True,7.570607472829475e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,41,41.0,43.0,43.0,posterior_alpha_mean_psd,V^2/Hz,4.013248301385884e-11,smooth-none,True,4.013248301385884e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,42,42.0,44.0,44.0,posterior_alpha_mean_psd,V^2/Hz,4.425320605324195e-11,smooth-none,True,4.425320605324195e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,43,43.0,45.0,45.0,posterior_alpha_mean_psd,V^2/Hz,4.713757801700253e-11,smooth-none,True,4.713757801700253e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,44,44.0,46.0,46.0,posterior_alpha_mean_psd,V^2/Hz,6.55935563093422e-11,smooth-none,True,6.55935563093422e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,45,45.0,47.0,47.0,posterior_alpha_mean_psd,V^2/Hz,8.604468211491684e-11,smooth-none,True,8.604468211491684e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,46,46.0,48.0,48.0,posterior_alpha_mean_psd,V^2/Hz,8.304990547928864e-11,smooth-none,True,8.304990547928864e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,47,47.0,49.0,49.0,posterior_alpha_mean_psd,V^2/Hz,6.617174811957063e-11,smooth-none,True,6.617174811957063e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,48,48.0,50.0,50.0,posterior_alpha_mean_psd,V^2/Hz,4.2721571244968043e-11,smooth-none,True,4.2721571244968043e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,49,49.0,51.0,51.0,posterior_alpha_mean_psd,V^2/Hz,4.194756380159449e-11,smooth-none,True,4.194756380159449e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,50,50.0,52.0,52.0,posterior_alpha_mean_psd,V^2/Hz,2.7317217286231865e-11,smooth-none,True,2.7317217286231865e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,51,51.0,53.0,53.0,posterior_alpha_mean_psd,V^2/Hz,2.6730030422966533e-11,smooth-none,True,2.6730030422966533e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,52,52.0,54.0,54.0,posterior_alpha_mean_psd,V^2/Hz,1.7898612093770963e-11,smooth-none,True,1.7898612093770963e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,53,53.0,55.0,55.0,posterior_alpha_mean_psd,V^2/Hz,2.3450505677582405e-11,smooth-none,True,2.3450505677582405e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,54,54.0,56.0,56.0,posterior_alpha_mean_psd,V^2/Hz,3.009575341874941e-11,smooth-none,True,3.009575341874941e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,55,55.0,57.0,57.0,posterior_alpha_mean_psd,V^2/Hz,4.7055729043029044e-11,smooth-none,True,4.7055729043029044e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,56,56.0,58.0,58.0,posterior_alpha_mean_psd,V^2/Hz,4.783569606609416e-11,smooth-none,True,4.783569606609416e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,57,57.0,59.0,59.0,posterior_alpha_mean_psd,V^2/Hz,4.811581427883332e-11,smooth-none,True,4.811581427883332e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,1,baseline_eyes_open,win-2s_step-1s,58,58.0,60.0,60.0,posterior_alpha_mean_psd,V^2/Hz,5.843671409417565e-11,smooth-none,True,5.843671409417565e-11,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,2,baseline_eyes_closed,win-2s_step-1s,0,0.0,2.0,2.0,posterior_alpha_mean_psd,V^2/Hz,4.2916755355036793e-10,smooth-none,True,4.2916755355036793e-10,threshold_ec_q05,2.365528862351009e-10,HIGH_ALPHA,1,HIGH_ALPHA,1,HIGH_ALPHA,True,False,CMD_CLOSE
thr-ec-q05__smooth-none__dwell-1,1,2,baseline_eyes_closed,win-2s_step-1s,1,1.0,3.0,3.0,posterior_alpha_mean_psd,V^2/Hz,5.876672829757239e-10,smooth-none,True,5.876672829757239e-10,threshold_ec_q05,2.365528862351009e-10,HIGH_ALPHA,1,,0,HIGH_ALPHA,False,False,CMD_CLOSE
thr-ec-q05__smooth-none__dwell-1,1,2,baseline_eyes_closed,win-2s_step-1s,2,2.0,4.0,4.0,posterior_alpha_mean_psd,V^2/Hz,2.5595067105345723e-10,smooth-none,True,2.5595067105345723e-10,threshold_ec_q05,2.365528862351009e-10,HIGH_ALPHA,1,,0,HIGH_ALPHA,False,False,CMD_CLOSE
thr-ec-q05__smooth-none__dwell-1,1,2,baseline_eyes_closed,win-2s_step-1s,3,3.0,5.0,5.0,posterior_alpha_mean_psd,V^2/Hz,3.621692447822475e-10,smooth-none,True,3.621692447822475e-10,threshold_ec_q05,2.365528862351009e-10,HIGH_ALPHA,1,,0,HIGH_ALPHA,False,False,CMD_CLOSE
thr-ec-q05__smooth-none__dwell-1,1,2,baseline_eyes_closed,win-2s_step-1s,4,4.0,6.0,6.0,posterior_alpha_mean_psd,V^2/Hz,1.604935123900181e-10,smooth-none,True,1.604935123900181e-10,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,LOW_ALPHA,1,LOW_ALPHA,False,True,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,2,baseline_eyes_closed,win-2s_step-1s,5,5.0,7.0,7.0,posterior_alpha_mean_psd,V^2/Hz,2.1305056869483822e-10,smooth-none,True,2.1305056869483822e-10,threshold_ec_q05,2.365528862351009e-10,LOW_ALPHA,1,,0,LOW_ALPHA,False,False,CMD_OPEN
thr-ec-q05__smooth-none__dwell-1,1,2,baseline_eyes_closed,win-2s_step-1s,6,6.0,8.0,8.0,posterior_alpha_mean_psd,V^2/Hz,2.496702511753018e-10,smooth-none,True,2.496702511753018e-10,threshold_ec_q05,2.365528862351009e-10,HIGH_ALPHA,1,HIGH_ALPHA,1,HIGH_ALPHA,False,True,CMD_CLOSE
thr-ec-q05__smooth-none__dwell-1,1,2,baseline_eyes_closed,win-2s_step-1s,7,7.0,9.0,9.0,posterior_alpha_mean_psd,V^2/Hz,2.3875301618418144e-10,smooth-none,True,2.3875301618418144e-10,threshold_ec_q05,2.365528862351009e-10,HIGH_ALPHA,1,,0,HIGH_ALPHA,False,False,CMD_CLOSE
thr-ec-q05__smooth-none__dwell-1,1,2,baseline_eyes_closed,win-2s_step-1s,8,8.0,10.0,10.0,posterior_alpha_mean_psd,V^2/Hz,4.064612839407884e-10,smooth-none,True,4.064612839407884e-10,threshold_ec_q05,2.365528862351009e-10,HIGH_ALPHA,1,,0,HIGH_ALPHA,False,False,CMD_CLOSE
thr-ec-q05__smooth-none__dwell-1,1,2,baseline_eyes_closed,win-2s_step-1s,9,9.0,11.0,11.0,posterior_alpha_mean_psd,V^2/Hz,3.0624414851171974e-10,smooth-none,True,3.0624414851171974e-10,threshold_ec_q05,2.365528862351009e-10,HIGH_ALPHA,1,,0,HIGH_ALPHA,False,False,CMD_CLOSE
thr-ec-q05__smooth-none__dwell-1,1,2,baseline_eyes_closed,win-2s_step-1s,10,10.0,12.0,12.0,posterior_alpha_mean_psd,V^2/Hz,3.91968184503194e-10,smooth-none,True,3.91968184503194e-10,threshold_ec_q05,2.365528862351009e-10,HIGH_ALPHA,1,,0,HIGH_ALPHA,False,False,CMD_CLOSE
thr-ec-q05__smooth-none__dwell-1,1,2,baseline_eyes_closed,win-2s_step-1s,11,11.0,13.0,13.0,posterior_alpha_mean_psd,V^2/Hz,6.143468310832277e-10,smooth-none,True,6.143468310832277e-10,threshold_ec_q05,2.365528862351009e-10,HIGH_ALPHA,1,,0,HIGH_ALPHA,False,False,CMD_CLOSE
thr-ec-q05__smooth-none__dwell-1,1,2,baseline_eyes_closed,win-2s_step-1s,12,12.0,14.0,14.0,posterior_alpha_mean_psd,V^2/Hz,3.291174458083052e-10,smooth-none,True,3.291174458083052e-10,threshold_ec_q05,2.365528862351009e-10,HIGH_ALPHA,1,,0,HIGH_ALPHA,False,False,CMD_CLOSE
thr-ec-q05__smooth-none__dwell-1,1,2,baseline_eyes_closed,win-2s_step-1s,13,13.0,15.0,15.0,posterior_alpha_mean_psd,V^2/Hz,3.071999719849245e-10,smooth-none,True,3.071999719849245e-10,threshold_ec_q05,2.365528862351009e-10,HIGH_ALPHA,1,,0,HIGH_ALPHA,False,False,CMD_CLOSE
thr-ec-q05__smooth-none__dwell-1,1,2,baseline_eyes_closed,win-2s_step-1s,14,14.0,16.0,16.0,posterior_alpha_mean_psd,V^2/Hz,4.57740031650973e-10,smooth-none,True,4.57740031650973e-10,threshold_ec_q05,2.365528862351009e-10,HIGH_ALPHA,1,,0,HIGH_ALPHA,False,False,CMD_CLOSE
thr-ec-q05__smooth-none__dwell-1,1,2,baseline_eyes_closed,win-2s_step-1s,15,15.0,17.0,17.0,posterior_alpha_mean_psd,V^2/Hz,3.165693846654092e-10,smooth-none,True,3.165693846654092e-10,threshold_ec_q05,2.365528862351009e-10,HIGH_ALPHA,1,,0,HIGH_ALPHA,False,False,CMD_CLOSE
thr-ec-q05__smooth-none__dwell-1,1,2,baseline_eyes_closed,win-2s_step-1s,16,16.0,18.0,18.0,posterior_alpha_mean_psd,V^2/Hz,4.0801593611763825e-10,smooth-none,True,4.0801593611763825e-10,threshold_ec_q05,2.365528862351009e-10,HIGH_ALPHA,1,,0,HIGH_ALPHA,False,False,CMD_CLOSE
thr-ec-q05__smooth-none__dwell-1,1,2,baseline_eyes_closed,win-2s_step-1s,17,17.0,19.0,19.0,posterior_alpha_mean_psd,V^2/Hz,2.7267030714894695e-10,smooth-none,True,2.7267030714894695e-10,threshold_ec_q05,2.365528862351009e-10,HIGH_ALPHA,1,,0,HIGH_ALPHA,False,False,CMD_CLOSE
thr-ec-q05__smooth-none__dwell-1,1,2,baseline_eyes_closed,win-2s_step-1s,18,18.0,20.0,20.0,posterior_alpha_mean_psd,V^2/Hz,4.837383549996996e-10,smooth-none,True,4.837383549996996e-10,threshold_ec_q05,2.365528862351009e-10,HIGH_ALPHA,1,,0,HIGH_ALPHA,False,False,CMD_CLOSE
thr-ec-q05__smooth-none__dwell-1,1,2,baseline_eyes_closed,win-2s_step-1s,19,19.0,21.0,21.0,posterior_alpha_mean_psd,V^2/Hz,4.0683375490724504e-10,smooth-none,True,4.0683375490724504e-10,threshold_ec_q05,2.365528862351009e-10,HIGH_ALPHA,1,,0,HIGH_ALPHA,False,False,CMD_CLOSE
thr-ec-q05__smooth-none__dwell-1,1,2,baseline_eyes_closed,win-2s_step-1s,20,20.0,22.0,22.0,posterior_alpha_mean_psd,V^2/Hz,4.147547405728506e-10,smooth-none,True,4.147547405728506e-10,threshold_ec_q05,2.365528862351009e-10,HIGH_ALPHA,1,,0,HIGH_ALPHA,False,False,CMD_CLOSE
thr-ec-q05__smooth-none__dwell-1,1,2,baseline_eyes_closed,win-2s_step-1s,21,21.0,23.0,23.0,posterior_alpha_mean_psd,V^2/Hz,7.450350395853333e-10,smooth-none,True,7.450350395853333e-10,threshold_ec_q05,2.365528862351009e-10,HIGH_ALPHA,1,,0,HIGH_ALPHA,False,False,CMD_CLOSE
thr-ec-q05__smooth-none__dwell-1,1,2,baseline_eyes_closed,win-2s_step-1s,22,22.0,24.0,24.0,posterior_alpha_mean_psd,V^2/Hz,6.602206671895991e-10,smooth-none,True,6.602206671895991e-10,threshold_ec_q05,2.365528862351009e-10,HIGH_ALPHA,1,,0,HIGH_ALPHA,False,False,CMD_CLOSE
