subject,run,condition,configuration_id,window_length_sec,step_size_sec,outer_window_overlap_fraction,welch_segment_count,window_index,window_start_sec,window_end_sec,window_center_sec,start_sample,stop_sample,n_samples,feature_name,feature_unit,posterior_alpha_mean_psd
1,1,baseline_eyes_open,win-1s_step-1s,1.0,1.0,0.0,1,29,29.0,30.0,29.5,4640,4800,160,posterior_alpha_mean_psd,V^2/Hz,4.78742473443496e-11
1,1,baseline_eyes_open,win-1s_step-1s,1.0,1.0,0.0,1,30,30.0,31.0,30.5,4800,4960,160,posterior_alpha_mean_psd,V^2/Hz,4.359527248465252e-11
1,1,baseline_eyes_open,win-1s_step-1s,1.0,1.0,0.0,1,31,31.0,32.0,31.5,4960,5120,160,posterior_alpha_mean_psd,V^2/Hz,4.355936301633043e-11
1,1,baseline_eyes_open,win-1s_step-1s,1.0,1.0,0.0,1,32,32.0,33.0,32.5,5120,5280,160,posterior_alpha_mean_psd,V^2/Hz,1.9395159039167108e-11
1,1,baseline_eyes_open,win-1s_step-1s,1.0,1.0,0.0,1,33,33.0,34.0,33.5,5280,5440,160,posterior_alpha_mean_psd,V^2/Hz,1.8889944869645418e-11
1,1,baseline_eyes_open,win-1s_step-1s,1.0,1.0,0.0,1,34,34.0,35.0,34.5,5440,5600,160,posterior_alpha_mean_psd,V^2/Hz,1.3011088323073528e-11
1,1,baseline_eyes_open,win-1s_step-1s,1.0,1.0,0.0,1,35,35.0,36.0,35.5,5600,5760,160,posterior_alpha_mean_psd,V^2/Hz,2.5798474856592362e-11
1,1,baseline_eyes_open,win-1s_step-1s,1.0,1.0,0.0,1,36,36.0,37.0,36.5,5760,5920,160,posterior_alpha_mean_psd,V^2/Hz,8.453288235414137e-12
1,1,baseline_eyes_open,win-1s_step-1s,1.0,1.0,0.0,1,37,37.0,38.0,37.5,5920,6080,160,posterior_alpha_mean_psd,V^2/Hz,3.430977510249324e-11
1,1,baseline_eyes_open,win-1s_step-1s,1.0,1.0,0.0,1,38,38.0,39.0,38.5,6080,6240,160,posterior_alpha_mean_psd,V^2/Hz,5.426262823654865e-11
1,1,baseline_eyes_open,win-1s_step-1s,1.0,1.0,0.0,1,39,39.0,40.0,39.5,6240,6400,160,posterior_alpha_mean_psd,V^2/Hz,6.557163517783091e-11
1,1,baseline_eyes_open,win-1s_step-1s,1.0,1.0,0.0,1,40,40.0,41.0,40.5,6400,6560,160,posterior_alpha_mean_psd,V^2/Hz,4.282806593559633e-11
1,1,baseline_eyes_open,win-1s_step-1s,1.0,1.0,0.0,1,41,41.0,42.0,41.5,6560,6720,160,posterior_alpha_mean_psd,V^2/Hz,3.493000654070615e-11
1,1,baseline_eyes_open,win-1s_step-1s,1.0,1.0,0.0,1,42,42.0,43.0,42.5,6720,6880,160,posterior_alpha_mean_psd,V^2/Hz,2.976196318515023e-11
1,1,baseline_eyes_open,win-1s_step-1s,1.0,1.0,0.0,1,43,43.0,44.0,43.5,6880,7040,160,posterior_alpha_mean_psd,V^2/Hz,4.096427229748713e-11
1,1,baseline_eyes_open,win-1s_step-1s,1.0,1.0,0.0,1,44,44.0,45.0,44.5,7040,7200,160,posterior_alpha_mean_psd,V^2/Hz,3.226157588540589e-11
1,1,baseline_eyes_open,win-1s_step-1s,1.0,1.0,0.0,1,45,45.0,46.0,45.5,7200,7360,160,posterior_alpha_mean_psd,V^2/Hz,8.760703533636157e-11
1,1,baseline_eyes_open,win-1s_step-1s,1.0,1.0,0.0,1,46,46.0,47.0,46.5,7360,7520,160,posterior_alpha_mean_psd,V^2/Hz,1.459044338625226e-10
1,1,baseline_eyes_open,win-1s_step-1s,1.0,1.0,0.0,1,47,47.0,48.0,47.5,7520,7680,160,posterior_alpha_mean_psd,V^2/Hz,8.23145295845574e-11
1,1,baseline_eyes_open,win-1s_step-1s,1.0,1.0,0.0,1,48,48.0,49.0,48.5,7680,7840,160,posterior_alpha_mean_psd,V^2/Hz,4.299721749983194e-11
1,1,baseline_eyes_open,win-1s_step-1s,1.0,1.0,0.0,1,49,49.0,50.0,49.5,7840,8000,160,posterior_alpha_mean_psd,V^2/Hz,3.3439503892937374e-11
1,1,baseline_eyes_open,win-1s_step-1s,1.0,1.0,0.0,1,50,50.0,51.0,50.5,8000,8160,160,posterior_alpha_mean_psd,V^2/Hz,2.5063806945128162e-11
1,1,baseline_eyes_open,win-1s_step-1s,1.0,1.0,0.0,1,51,51.0,52.0,51.5,8160,8320,160,posterior_alpha_mean_psd,V^2/Hz,1.5415445167775765e-11
1,1,baseline_eyes_open,win-1s_step-1s,1.0,1.0,0.0,1,52,52.0,53.0,52.5,8320,8480,160,posterior_alpha_mean_psd,V^2/Hz,1.9615920728378964e-11
1,1,baseline_eyes_open,win-1s_step-1s,1.0,1.0,0.0,1,53,53.0,54.0,53.5,8480,8640,160,posterior_alpha_mean_psd,V^2/Hz,1.6509203618582537e-11
1,1,baseline_eyes_open,win-1s_step-1s,1.0,1.0,0.0,1,54,54.0,55.0,54.5,8640,8800,160,posterior_alpha_mean_psd,V^2/Hz,3.0447477896307973e-11
1,1,baseline_eyes_open,win-1s_step-1s,1.0,1.0,0.0,1,55,55.0,56.0,55.5,8800,8960,160,posterior_alpha_mean_psd,V^2/Hz,2.1450188513592697e-11
1,1,baseline_eyes_open,win-1s_step-1s,1.0,1.0,0.0,1,56,56.0,57.0,56.5,8960,9120,160,posterior_alpha_mean_psd,V^2/Hz,7.831003547375737e-11
1,1,baseline_eyes_open,win-1s_step-1s,1.0,1.0,0.0,1,57,57.0,58.0,57.5,9120,9280,160,posterior_alpha_mean_psd,V^2/Hz,5.488398099123841e-11
1,1,baseline_eyes_open,win-1s_step-1s,1.0,1.0,0.0,1,58,58.0,59.0,58.5,9280,9440,160,posterior_alpha_mean_psd,V^2/Hz,6.664223482087196e-11
1,1,baseline_eyes_open,win-1s_step-1s,1.0,1.0,0.0,1,59,59.0,60.0,59.5,9440,9600,160,posterior_alpha_mean_psd,V^2/Hz,4.973349681004737e-11
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,0,0.0,1.0,0.5,0,160,160,posterior_alpha_mean_psd,V^2/Hz,6.61386545467898e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,1,1.0,2.0,1.5,160,320,160,posterior_alpha_mean_psd,V^2/Hz,4.861809781007383e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,2,2.0,3.0,2.5,320,480,160,posterior_alpha_mean_psd,V^2/Hz,3.1544280625339187e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,3,3.0,4.0,3.5,480,640,160,posterior_alpha_mean_psd,V^2/Hz,2.9218814181816913e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,4,4.0,5.0,4.5,640,800,160,posterior_alpha_mean_psd,V^2/Hz,2.1698618566288926e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,5,5.0,6.0,5.5,800,960,160,posterior_alpha_mean_psd,V^2/Hz,2.079191684514905e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,6,6.0,7.0,6.5,960,1120,160,posterior_alpha_mean_psd,V^2/Hz,1.7606122451351666e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,7,7.0,8.0,7.5,1120,1280,160,posterior_alpha_mean_psd,V^2/Hz,1.4886161101679773e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,8,8.0,9.0,8.5,1280,1440,160,posterior_alpha_mean_psd,V^2/Hz,3.5862375430582706e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,9,9.0,10.0,9.5,1440,1600,160,posterior_alpha_mean_psd,V^2/Hz,2.4493298309916445e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,10,10.0,11.0,10.5,1600,1760,160,posterior_alpha_mean_psd,V^2/Hz,2.8100476968271106e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,11,11.0,12.0,11.5,1760,1920,160,posterior_alpha_mean_psd,V^2/Hz,3.9696938636686527e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,12,12.0,13.0,12.5,1920,2080,160,posterior_alpha_mean_psd,V^2/Hz,4.77353499918455e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,13,13.0,14.0,13.5,2080,2240,160,posterior_alpha_mean_psd,V^2/Hz,2.422027376545419e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,14,14.0,15.0,14.5,2240,2400,160,posterior_alpha_mean_psd,V^2/Hz,3.921630528049102e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,15,15.0,16.0,15.5,2400,2560,160,posterior_alpha_mean_psd,V^2/Hz,4.78592492527766e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,16,16.0,17.0,16.5,2560,2720,160,posterior_alpha_mean_psd,V^2/Hz,2.2620690014647345e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,17,17.0,18.0,17.5,2720,2880,160,posterior_alpha_mean_psd,V^2/Hz,3.394721944624766e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,18,18.0,19.0,18.5,2880,3040,160,posterior_alpha_mean_psd,V^2/Hz,2.6182565634613666e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,19,19.0,20.0,19.5,3040,3200,160,posterior_alpha_mean_psd,V^2/Hz,7.230075071041105e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,20,20.0,21.0,20.5,3200,3360,160,posterior_alpha_mean_psd,V^2/Hz,2.8396133136020375e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,21,21.0,22.0,21.5,3360,3520,160,posterior_alpha_mean_psd,V^2/Hz,6.549931685299661e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,22,22.0,23.0,22.5,3520,3680,160,posterior_alpha_mean_psd,V^2/Hz,1.066036941935846e-09
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,23,23.0,24.0,23.5,3680,3840,160,posterior_alpha_mean_psd,V^2/Hz,4.3213861680623583e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,24,24.0,25.0,24.5,3840,4000,160,posterior_alpha_mean_psd,V^2/Hz,5.854788393742066e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,25,25.0,26.0,25.5,4000,4160,160,posterior_alpha_mean_psd,V^2/Hz,9.774225254684434e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,26,26.0,27.0,26.5,4160,4320,160,posterior_alpha_mean_psd,V^2/Hz,1.2843785781592518e-09
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,27,27.0,28.0,27.5,4320,4480,160,posterior_alpha_mean_psd,V^2/Hz,4.897850157696459e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,28,28.0,29.0,28.5,4480,4640,160,posterior_alpha_mean_psd,V^2/Hz,9.271770823758776e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,29,29.0,30.0,29.5,4640,4800,160,posterior_alpha_mean_psd,V^2/Hz,6.200751395054505e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,30,30.0,31.0,30.5,4800,4960,160,posterior_alpha_mean_psd,V^2/Hz,4.2834327374134347e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,31,31.0,32.0,31.5,4960,5120,160,posterior_alpha_mean_psd,V^2/Hz,7.535037927120921e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,32,32.0,33.0,32.5,5120,5280,160,posterior_alpha_mean_psd,V^2/Hz,1.881891852920783e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,33,33.0,34.0,33.5,5280,5440,160,posterior_alpha_mean_psd,V^2/Hz,3.352327439917391e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,34,34.0,35.0,34.5,5440,5600,160,posterior_alpha_mean_psd,V^2/Hz,6.780672722728928e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,35,35.0,36.0,35.5,5600,5760,160,posterior_alpha_mean_psd,V^2/Hz,4.716097564346648e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,36,36.0,37.0,36.5,5760,5920,160,posterior_alpha_mean_psd,V^2/Hz,4.348311364065563e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,37,37.0,38.0,37.5,5920,6080,160,posterior_alpha_mean_psd,V^2/Hz,3.528511965225198e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,38,38.0,39.0,38.5,6080,6240,160,posterior_alpha_mean_psd,V^2/Hz,1.1228883135703821e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,39,39.0,40.0,39.5,6240,6400,160,posterior_alpha_mean_psd,V^2/Hz,3.8395102032654547e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,40,40.0,41.0,40.5,6400,6560,160,posterior_alpha_mean_psd,V^2/Hz,4.796553923481471e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,41,41.0,42.0,41.5,6560,6720,160,posterior_alpha_mean_psd,V^2/Hz,4.5510070370193054e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,42,42.0,43.0,42.5,6720,6880,160,posterior_alpha_mean_psd,V^2/Hz,7.410845925019801e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,43,43.0,44.0,43.5,6880,7040,160,posterior_alpha_mean_psd,V^2/Hz,1.8243320471796329e-09
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,44,44.0,45.0,44.5,7040,7200,160,posterior_alpha_mean_psd,V^2/Hz,2.714929621528192e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,45,45.0,46.0,45.5,7200,7360,160,posterior_alpha_mean_psd,V^2/Hz,6.254420481289353e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,46,46.0,47.0,46.5,7360,7520,160,posterior_alpha_mean_psd,V^2/Hz,3.464858075822471e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,47,47.0,48.0,47.5,7520,7680,160,posterior_alpha_mean_psd,V^2/Hz,4.713971293987554e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,48,48.0,49.0,48.5,7680,7840,160,posterior_alpha_mean_psd,V^2/Hz,5.292947101421781e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,49,49.0,50.0,49.5,7840,8000,160,posterior_alpha_mean_psd,V^2/Hz,3.3292613808835306e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,50,50.0,51.0,50.5,8000,8160,160,posterior_alpha_mean_psd,V^2/Hz,8.553792450615158e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,51,51.0,52.0,51.5,8160,8320,160,posterior_alpha_mean_psd,V^2/Hz,6.978773440715992e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,52,52.0,53.0,52.5,8320,8480,160,posterior_alpha_mean_psd,V^2/Hz,5.482474073066725e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,53,53.0,54.0,53.5,8480,8640,160,posterior_alpha_mean_psd,V^2/Hz,2.1697399785456973e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,54,54.0,55.0,54.5,8640,8800,160,posterior_alpha_mean_psd,V^2/Hz,2.0002644437729137e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,55,55.0,56.0,55.5,8800,8960,160,posterior_alpha_mean_psd,V^2/Hz,8.689942495646431e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,56,56.0,57.0,56.5,8960,9120,160,posterior_alpha_mean_psd,V^2/Hz,1.0674721378056233e-09
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,57,57.0,58.0,57.5,9120,9280,160,posterior_alpha_mean_psd,V^2/Hz,7.72792896943375e-10
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,58,58.0,59.0,58.5,9280,9440,160,posterior_alpha_mean_psd,V^2/Hz,1.1447584303858067e-09
1,2,baseline_eyes_closed,win-1s_step-1s,1.0,1.0,0.0,1,59,59.0,60.0,59.5,9440,9600,160,posterior_alpha_mean_psd,V^2/Hz,3.0935783741869103e-10
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,0,0.0,4.0,2.0,0,640,640,posterior_alpha_mean_psd,V^2/Hz,4.6973428987559994e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,1,1.0,5.0,3.0,160,800,640,posterior_alpha_mean_psd,V^2/Hz,2.6222808073199432e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,2,2.0,6.0,4.0,320,960,640,posterior_alpha_mean_psd,V^2/Hz,2.3571741441608018e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,3,3.0,7.0,5.0,480,1120,640,posterior_alpha_mean_psd,V^2/Hz,2.2335253381064243e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,4,4.0,8.0,6.0,640,1280,640,posterior_alpha_mean_psd,V^2/Hz,2.8214246463228213e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,5,5.0,9.0,7.0,800,1440,640,posterior_alpha_mean_psd,V^2/Hz,2.7884779915998893e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,6,6.0,10.0,8.0,960,1600,640,posterior_alpha_mean_psd,V^2/Hz,2.622557741313158e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,7,7.0,11.0,9.0,1120,1760,640,posterior_alpha_mean_psd,V^2/Hz,2.7602802439622506e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,8,8.0,12.0,10.0,1280,1920,640,posterior_alpha_mean_psd,V^2/Hz,2.973923800909155e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,9,9.0,13.0,11.0,1440,2080,640,posterior_alpha_mean_psd,V^2/Hz,3.251200244059687e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,10,10.0,14.0,12.0,1600,2240,640,posterior_alpha_mean_psd,V^2/Hz,3.143048377664482e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,11,11.0,15.0,13.0,1760,2400,640,posterior_alpha_mean_psd,V^2/Hz,4.823299961013544e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,12,12.0,16.0,14.0,1920,2560,640,posterior_alpha_mean_psd,V^2/Hz,4.558062954729388e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,13,13.0,17.0,15.0,2080,2720,640,posterior_alpha_mean_psd,V^2/Hz,5.328610855375232e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,14,14.0,18.0,16.0,2240,2880,640,posterior_alpha_mean_psd,V^2/Hz,4.4985812422050364e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,15,15.0,19.0,17.0,2400,3040,640,posterior_alpha_mean_psd,V^2/Hz,4.694258968046795e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,16,16.0,20.0,18.0,2560,3200,640,posterior_alpha_mean_psd,V^2/Hz,4.5466174354365015e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,17,17.0,21.0,19.0,2720,3360,640,posterior_alpha_mean_psd,V^2/Hz,4.1544582187726386e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,18,18.0,22.0,20.0,2880,3520,640,posterior_alpha_mean_psd,V^2/Hz,4.400843709112317e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,19,19.0,23.0,21.0,3040,3680,640,posterior_alpha_mean_psd,V^2/Hz,3.502701580920639e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,20,20.0,24.0,22.0,3200,3840,640,posterior_alpha_mean_psd,V^2/Hz,3.224585968216725e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,21,21.0,25.0,23.0,3360,4000,640,posterior_alpha_mean_psd,V^2/Hz,3.1750616161476306e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,22,22.0,26.0,24.0,3520,4160,640,posterior_alpha_mean_psd,V^2/Hz,1.1492834948542255e-10
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,23,23.0,27.0,25.0,3680,4320,640,posterior_alpha_mean_psd,V^2/Hz,1.1770739108742536e-10
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,24,24.0,28.0,26.0,3840,4480,640,posterior_alpha_mean_psd,V^2/Hz,1.2185509281185636e-10
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,25,25.0,29.0,27.0,4000,4640,640,posterior_alpha_mean_psd,V^2/Hz,4.490602549958187e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,26,26.0,30.0,28.0,4160,4800,640,posterior_alpha_mean_psd,V^2/Hz,5.874978248570723e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,27,27.0,31.0,29.0,4320,4960,640,posterior_alpha_mean_psd,V^2/Hz,4.9319086419396086e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,28,28.0,32.0,30.0,4480,5120,640,posterior_alpha_mean_psd,V^2/Hz,5.3162924444157986e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,29,29.0,33.0,31.0,4640,5280,640,posterior_alpha_mean_psd,V^2/Hz,3.488954903272661e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,30,30.0,34.0,32.0,4800,5440,640,posterior_alpha_mean_psd,V^2/Hz,3.814854723637918e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,31,31.0,35.0,33.0,4960,5600,640,posterior_alpha_mean_psd,V^2/Hz,3.3262436765292815e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,32,32.0,36.0,34.0,5120,5760,640,posterior_alpha_mean_psd,V^2/Hz,3.30116531643854e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,33,33.0,37.0,35.0,5280,5920,640,posterior_alpha_mean_psd,V^2/Hz,2.7345329502625607e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,34,34.0,38.0,36.0,5440,6080,640,posterior_alpha_mean_psd,V^2/Hz,3.1978507436054793e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,35,35.0,39.0,37.0,5600,6240,640,posterior_alpha_mean_psd,V^2/Hz,4.081531822731874e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,36,36.0,40.0,38.0,5760,6400,640,posterior_alpha_mean_psd,V^2/Hz,5.725238949729421e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,37,37.0,41.0,39.0,5920,6560,640,posterior_alpha_mean_psd,V^2/Hz,5.72202122451892e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,38,38.0,42.0,40.0,6080,6720,640,posterior_alpha_mean_psd,V^2/Hz,7.051152283604366e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,39,39.0,43.0,41.0,6240,6880,640,posterior_alpha_mean_psd,V^2/Hz,5.6659914872410425e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,40,40.0,44.0,42.0,6400,7040,640,posterior_alpha_mean_psd,V^2/Hz,5.936904595147575e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,41,41.0,45.0,43.0,6560,7200,640,posterior_alpha_mean_psd,V^2/Hz,4.6263366538524656e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,42,42.0,46.0,44.0,6720,7360,640,posterior_alpha_mean_psd,V^2/Hz,5.681816756512387e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,43,43.0,47.0,45.0,6880,7520,640,posterior_alpha_mean_psd,V^2/Hz,6.806554830028819e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,44,44.0,48.0,46.0,7040,7680,640,posterior_alpha_mean_psd,V^2/Hz,6.722185178739413e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,45,45.0,49.0,47.0,7200,7840,640,posterior_alpha_mean_psd,V^2/Hz,6.822572052774977e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,46,46.0,50.0,48.0,7360,8000,640,posterior_alpha_mean_psd,V^2/Hz,6.435970392101323e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,47,47.0,51.0,49.0,7520,8160,640,posterior_alpha_mean_psd,V^2/Hz,5.3726561157947175e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,48,48.0,52.0,50.0,7680,8320,640,posterior_alpha_mean_psd,V^2/Hz,3.963653516575967e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,49,49.0,53.0,51.0,7840,8480,640,posterior_alpha_mean_psd,V^2/Hz,3.5357883202782106e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,50,50.0,54.0,52.0,8000,8640,640,posterior_alpha_mean_psd,V^2/Hz,2.582945907325048e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,51,51.0,55.0,53.0,8160,8800,640,posterior_alpha_mean_psd,V^2/Hz,2.4016045747999737e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,52,52.0,56.0,54.0,8320,8960,640,posterior_alpha_mean_psd,V^2/Hz,2.3911133150773974e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,53,53.0,57.0,55.0,8480,9120,640,posterior_alpha_mean_psd,V^2/Hz,3.570118542974027e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,54,54.0,58.0,56.0,8640,9280,640,posterior_alpha_mean_psd,V^2/Hz,3.9314473085181096e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,55,55.0,59.0,57.0,8800,9440,640,posterior_alpha_mean_psd,V^2/Hz,4.2261100242696245e-11
1,1,baseline_eyes_open,win-4s_step-1s,4.0,1.0,0.75,7,56,56.0,60.0,58.0,8960,9600,640,posterior_alpha_mean_psd,V^2/Hz,4.880549392931415e-11
